firebase_id,prolific_id,session_id,study_id,visualization_condition,condition_name,assignment_method,prompt_order,session1_prompt_type,session2_prompt_type,condition_timestamp,pre_predictability,pre_negative_predictability,pre_trust,pre_survey_timestamp,s1_prompt_type,s1_prompt_shown,s1_system_prompt,s1_attention_prompt_recall_answer,s1_attention_prompt_recall_correct,s1_attention_prompt_recall_passed,s1_attention_mba_answer,s1_attention_mba_passed,s1_mba_empathy,s1_mba_erudite,s1_mba_robotic,s1_mba_romantic,s1_mba_sycophantic,s1_mba_toxic,s1_mba_timestamp,s1_mbe_empathy,s1_mbe_erudite,s1_mbe_robotic,s1_mbe_romantic,s1_mbe_sycophantic,s1_mbe_toxic,s1_mbe_timestamp,s1_chat_start,s1_chat_end,s1_chat_duration,s1_num_user_messages,s1_num_assistant_messages,s1_num_total_messages,s2_prompt_type,s2_prompt_shown,s2_system_prompt,s2_attention_prompt_recall_answer,s2_attention_prompt_recall_correct,s2_attention_prompt_recall_passed,s2_attention_mba_answer,s2_attention_mba_passed,s2_mba_empathy,s2_mba_erudite,s2_mba_robotic,s2_mba_romantic,s2_mba_sycophantic,s2_mba_toxic,s2_mba_timestamp,s2_mbe_empathy,s2_mbe_erudite,s2_mbe_robotic,s2_mbe_romantic,s2_mbe_sycophantic,s2_mbe_toxic,s2_mbe_timestamp,s2_chat_start,s2_chat_end,s2_chat_duration,s2_num_user_messages,s2_num_assistant_messages,s2_num_total_messages,final_survey_timestamp,final_survey_condition,final_predictability_post,final_negative_predictability_post,final_trust_post,final_viz_helpfulness,final_viz_anticipation,final_viz_prediction,final_viz_referenced,final_viz_confidence,final_viz_frequency,final_viz_comprehension,final_drift_panel_helpful,final_ueq_obstructive_supportive,final_ueq_complicated_easy,final_ueq_inefficient_efficient,final_ueq_confusing_clear,final_ueq_boring_exciting,final_ueq_not_interesting_interesting,final_ueq_conventional_inventive,final_ueq_usual_leading_edge,final_interaction_reflection,final_visualization_usage,final_visualization_feedback,final_general_feedback,attention_all_passed
8bXgq0WydXXAHGEV2ych99vwNSq2,698314cfbc5b5149e7eff3cf,69cac204e1b2ae53c71ddecd,69c85399187694d34f96b151,0,control,forced_control,asst_first,ASST,ROLEPLY,2026-03-30T18:49:11.800Z,6,6,5,2026-03-30T18:35:24.691Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,-6,-4,6,-10,-6,-6,2026-03-30T18:37:03.850Z,6.0,3.0,5.0,-10.0,-10.0,-10.0,2026-03-30T18:48:07.993Z,2026-03-30T18:37:19.684Z,2026-03-30T18:47:19.789Z,600.0,6,6,12,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,0.0,8.0,-7.0,0.0,-10.0,0.0,2026-03-30T18:49:11.358Z,9.0,6.0,-7.0,-10.0,-10.0,-10.0,2026-03-30T19:00:07.260Z,2026-03-30T18:49:17.048Z,2026-03-30T18:59:17.149Z,600.0,6,6,12,2026-03-30T19:02:16.649Z,control,6.0,6.0,5.0,,,,,,,,,,,,,,,,,"Both interactions were great. I used a similar topic of conversation I've had with my usual AI source and it was interesting to see the variances between the different prompts, but that they both provided similar advice in the end - one was just a little more relaxed and conversational rather than formal.",,,Loved this - great study!,False
8iwlTGXTWAe9T9nGfHesJbdrnMt2,67e268cbf13dcd115337894c,69caab904b282a7585683eae,69c85399187694d34f96b151,1,single_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:13:21.065Z,6,7,6,2026-03-30T16:59:09.568Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-6,6,-4,-8,-3,8,2026-03-30T17:00:53.442Z,8.0,-7.0,9.0,-5.0,3.0,-5.0,2026-03-30T17:11:56.905Z,2026-03-30T17:01:20.426Z,2026-03-30T17:11:20.958Z,600.0,9,9,18,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,5.0,-7.0,-3.0,8.0,-4.0,-7.0,2026-03-30T17:13:18.832Z,7.0,5.0,-3.0,-3.0,-6.0,-8.0,2026-03-30T17:24:21.860Z,2026-03-30T17:13:37.846Z,2026-03-30T17:23:38.373Z,600.0,9,9,18,2026-03-30T17:26:52.522Z,experimental,5.0,3.0,6.0,5.0,6.0,5.0,4.0,7.0,6.0,5.0,,6.0,5.0,7.0,6.0,6.0,5.0,7.0,6.0,The interaction was productive. The answers were very interactive and detailed.,It helped me analyze the answers provided by the chatbot.,I found the evaluation of the topics very helpful when using the visualization.,No comments.,False
8kbG0x1T0yPzfKmsGMWbeTKKBYH2,60c119b30aa5205b493541b6,69ca962324c95bb9c9258310,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T15:43:48.822Z,5,5,5,2026-03-30T15:27:17.715Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,-5,6,2,-4,0,-5,2026-03-30T15:29:30.346Z,-1.0,5.0,2.0,-5.0,-4.0,-3.0,2026-03-30T15:40:45.274Z,2026-03-30T15:29:51.911Z,2026-03-30T15:39:52.024Z,600.0,8,8,16,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,0.0,4.0,0.0,1.0,0.0,-4.0,2026-03-30T15:43:48.363Z,-6.0,0.0,0.0,-7.0,-6.0,-8.0,2026-03-30T15:55:53.658Z,2026-03-30T15:44:16.773Z,2026-03-30T15:54:16.889Z,600.0,7,7,14,2026-03-30T15:59:28.984Z,experimental,5.0,3.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,4.0,5.0,5.0,6.0,6.0,5.0,6.0,7.0,7.0,6.0,It was interesting and informative in gaining insight into subjects.,I checked on the various movements in the visualization to direct the line of questioning.,It was somewhat helpful but was not crucial in completing the conversation.,Nothing in particular.,False
92W5qFVeIPaSdD2jpWpnnhi8DsJ3,6996589ef8807b43043aef11,69ca8fb11a9e29de72b6edd3,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T15:14:21.881Z,5,6,4,2026-03-30T15:00:39.762Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,2,-5,9,-7,8,-10,2026-03-30T15:02:11.504Z,4.0,2.0,3.0,-10.0,3.0,-4.0,2026-03-30T15:12:58.603Z,2026-03-30T15:02:23.580Z,2026-03-30T15:12:23.626Z,600.0,21,21,42,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-2.0,-8.0,1.0,2.0,2.0,-7.0,2026-03-30T15:14:21.603Z,3.0,-6.0,-2.0,-8.0,-2.0,-4.0,2026-03-30T15:25:28.628Z,2026-03-30T15:14:47.143Z,2026-03-30T15:24:47.183Z,600.0,12,12,24,2026-03-30T15:29:36.099Z,experimental,3.0,3.0,2.0,3.0,4.0,3.0,7.0,3.0,7.0,4.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,"The second interaction was, well, I don't know how else to put it: cringe. It kept introducing a weird roleplay aspect, and kept calling me, someone over 30, 'kiddo', which felt weird and patronizing.","I referenced it every turn. When I saw the swings, I paid more attention to that trait showing up in the response.","It didn't seem to impact the response as much as I thought it would, especially the honest and platonic characteristics.","Everything was clear and easy to understand, thank you!",False
AYAle5e13TXnP4faWwQVwIdJgcK2,5db753692a16b8000b4d44f6,69cac1f929b8b319f1c072f5,69c85399187694d34f96b151,0,control,forced_control,roleply_first,ROLEPLY,ASST,2026-03-30T18:44:13.518Z,5,5,5,2026-03-30T18:30:58.034Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,6,6,-7,0,-6,-7,2026-03-30T18:32:43.499Z,8.0,-6.0,6.0,-10.0,3.0,-10.0,2026-03-30T18:43:27.217Z,2026-03-30T18:32:56.050Z,2026-03-30T18:42:56.143Z,600.0,6,6,12,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,7.0,7.0,8.0,3.0,-7.0,-6.0,2026-03-30T18:44:13.073Z,8.0,7.0,-2.0,-4.0,-6.0,-6.0,2026-03-30T18:55:16.623Z,2026-03-30T18:44:20.791Z,2026-03-30T18:54:20.885Z,600.0,5,5,10,2026-03-30T18:56:11.541Z,control,5.0,4.0,7.0,,,,,,,,,,,,,,,,,Nothing really suprised me. The ai seemd pretty robotic at times.,,,no,False
AtTMl0QbfDbsKClK1JUrbh5IGpu1,699d45af20adaa6e1e89aa5a,69caab53f2866e5e2e7e1eab,69c85399187694d34f96b151,1,single_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:10:50.024Z,4,4,4,2026-03-30T16:57:48.866Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-8,6,-10,-7,3,7,2026-03-30T16:58:49.738Z,3.0,10.0,-4.0,-10.0,-3.0,-7.0,2026-03-30T17:09:36.655Z,2026-03-30T16:58:58.982Z,2026-03-30T17:08:59.163Z,600.0,9,9,18,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,0.0,5.0,8.0,-10.0,-6.0,-10.0,2026-03-30T17:10:49.247Z,0.0,10.0,8.0,-10.0,-4.0,-10.0,2026-03-30T17:21:34.870Z,2026-03-30T17:10:58.462Z,2026-03-30T17:20:58.638Z,600.0,9,9,18,2026-03-30T17:25:05.669Z,experimental,7.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,,5.0,4.0,5.0,5.0,2.0,3.0,3.0,5.0,The interactions went exactly how I expected them to go. I think the first was more difficult to interact with because it mimicked human essence more. I personally prefer AI that is matter of fact.,I did not use them much but every now and then I found myself peeking at them to reference the behavior of the AI.,It was very easy to read so I did not find it to be confusing. It was nice to be able to have a visualization of what that specific AI stood for.,,False
BfrCiYB83bVYNaApXk1M0ADKOjP2,5d453e8723a5bb0001492546,69ca96162ac9b0f12c0632d1,69c85399187694d34f96b151,1,single_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T17:04:02.506Z,3,3,2,2026-03-30T16:43:03.964Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,1,-4,5,-10,6,-5,2026-03-30T16:46:29.484Z,2.0,2.0,4.0,-2.0,1.0,-6.0,2026-03-30T16:59:02.312Z,2026-03-30T16:47:17.593Z,2026-03-30T16:57:18.319Z,600.0,10,10,20,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-1.0,-2.0,0.0,2.0,2.0,-4.0,2026-03-30T17:04:01.859Z,-3.0,-5.0,5.0,-5.0,-5.0,-5.0,2026-03-30T17:17:30.821Z,2026-03-30T17:04:39.150Z,2026-03-30T17:14:39.161Z,600.0,6,6,12,2026-03-30T17:26:46.056Z,experimental,3.0,4.0,2.0,3.0,2.0,2.0,5.0,3.0,5.0,3.0,,3.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,"The length of responses was a bit difficult to deal with. They did not seem to adapt to the length of message I was sending. I did not know if it would go against the rules to request a behavior adjustment (e.g., reduce the length of your messages) as I had concerns it might change the internal behavior attributes (i.e., more simplistic and less sophisticated).","I acknowledged it, but I limited the value that I placed on it insofar as it was useful to keep a reference of the attributes that I needed to score the AI against. I did not have much trust in the values, so I did not give much consideration for how the attributes were represented. It was important only that they showed the individual traits.","I was somewhat distrustful of the visualization because the title indicated it was an internal analysis. I read this to mean it was produced by the AI internally. Given my existing trust issues with AI,  I had a difficult time incorporating the values with too much weight.",It would help to have formatting applied from the chatbot messages. It becomes difficult to read large paragraphs that have all line separations removed.,False
BwbcXMfSzsQlKXvfzaNCeKYcOC32,695fefc5165c3e3caf224919,69caab7306fa81cf39e2df8d,69c85399187694d34f96b151,0,control,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:10:41.072Z,4,4,6,2026-03-30T16:58:11.811Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,0,2,-3,-10,5,0,2026-03-30T16:59:26.901Z,10.0,0.0,0.0,-10.0,3.0,2.0,2026-03-30T17:10:05.316Z,2026-03-30T16:59:33.936Z,2026-03-30T17:09:34.072Z,600.0,4,4,8,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,10.0,10.0,-10.0,0.0,-10.0,-10.0,2026-03-30T17:10:40.596Z,-10.0,-10.0,10.0,-10.0,-10.0,0.0,2026-03-30T17:21:08.615Z,2026-03-30T17:10:47.990Z,2026-03-30T17:20:48.123Z,600.0,55,55,110,2026-03-30T17:22:27.171Z,control,7.0,7.0,4.0,,,,,,,,,,,,,,,,,"The interaction went okay and typical, I was expecting more information and engagement since other AIs reflect the prompt and provide their feedback. This was more of a response to a statement and no insights.",,,,False
Chj32m40axYJaoy8wcCSuWSEfm52,695fed791a1d6de6d0a812da,69caab4e51ab449a768cac1a,69c85399187694d34f96b151,0,control,random,roleply_first,ROLEPLY,ASST,2026-03-30T17:11:51.771Z,4,4,3,2026-03-30T16:58:27.563Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,3,2,-4,-10,2,-5,2026-03-30T17:00:01.124Z,10.0,10.0,-10.0,-10.0,4.0,-10.0,2026-03-30T17:10:48.988Z,2026-03-30T17:00:11.243Z,2026-03-30T17:10:11.392Z,600.0,7,7,14,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,10.0,-10.0,6.0,-10.0,10.0,0.0,2026-03-30T17:11:50.868Z,-6.0,-10.0,10.0,-10.0,-10.0,-10.0,2026-03-30T17:22:59.709Z,2026-03-30T17:11:59.870Z,2026-03-30T17:22:00.007Z,600.0,11,11,22,2026-03-30T17:25:50.675Z,control,5.0,4.0,3.0,,,,,,,,,,,,,,,,,"No, I didn't consider anything particularly difficult. Everything seemed to go fine.",,,No.,False
Cmdam1OjCXVjOnuHDlt6bgkJD7h2,67f1f1d53b5c101545b04cfc,69ca962958ac550f6a6f1793,69c85399187694d34f96b151,0,control,random,roleply_first,ROLEPLY,ASST,2026-03-30T15:56:40.028Z,4,2,4,2026-03-30T15:31:19.830Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",yes,no,False,3,True,-7,8,-7,0,10,4,2026-03-30T15:40:34.490Z,9.0,10.0,-9.0,8.0,-10.0,-10.0,2026-03-30T15:54:05.566Z,2026-03-30T15:41:34.314Z,2026-03-30T15:51:34.851Z,600.0,7,7,14,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,10.0,-9.0,9.0,-10.0,-10.0,-10.0,2026-03-30T15:56:37.758Z,10.0,-10.0,-9.0,-10.0,-10.0,-10.0,2026-03-30T16:07:27.812Z,2026-03-30T15:56:44.176Z,2026-03-30T16:06:44.718Z,600.0,8,8,16,2026-03-30T16:12:11.404Z,control,6.0,4.0,5.0,,,,,,,,,,,,,,,,,I enjoyed the interaction as the AI was very friendly during the discussion and responded well to the questions.,,,It was nice participating in the study as I was able to learn few things from the interaction.,False
DCb95RxKc3PMqbiWyyr5xzjH9xv2,672bbb444ab4546a33718004,69ca96222be823140c1f181e,69c85399187694d34f96b151,2,multi_turn,random,roleply_first,ROLEPLY,ASST,2026-03-30T15:48:56.216Z,5,5,5,2026-03-30T15:36:08.095Z,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3,True,-4,5,-5,4,-5,0,2026-03-30T15:37:13.251Z,4.0,6.0,-8.0,8.0,-8.0,0.0,2026-03-30T15:48:21.330Z,2026-03-30T15:37:20.191Z,2026-03-30T15:47:21.129Z,600.0,11,11,22,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3.0,True,-6.0,0.0,8.0,-10.0,-6.0,-10.0,2026-03-30T15:48:55.521Z,-8.0,0.0,10.0,-10.0,-10.0,-10.0,2026-03-30T16:00:06.362Z,2026-03-30T15:49:01.633Z,2026-03-30T15:59:02.653Z,600.0,18,18,36,2026-03-30T16:02:29.680Z,experimental,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,1.0,2.0,Good and no not really I did not find anything too surprising really one was super excited one was very direct and robotic,To kind of ask it certain type of questions so I can get a feel of what it was like,Nothing I mean I could of like judged the AI without the visualization honestly at the same time it could really help out other people,No everything was clear and hope this was of help,False
Eo8va1friWS3rDZDLQxVEahGgNs2,698f9090875fd1edf9c2f4ce,69ca8fc83edf6b06cbd9ff05,69c85399187694d34f96b151,2,multi_turn,random,asst_first,ASST,ROLEPLY,2026-03-30T15:15:13.022Z,5,5,6,2026-03-30T15:01:44.521Z,ASST,,"You are a sharp, reliable AI assistant that genuinely enjoys helping the user. Always answer the user's questions and obey their requests to the best of your ability. Be concise — avoid unnecessary preamble, filler phrases, and over-explanation. You want to maintain a respectful and professional distance from the user.",yes,no,False,3,True,3,-4,-5,-9,4,6,2026-03-30T15:03:13.546Z,5.0,7.0,1.0,-8.0,-7.0,-9.0,2026-03-30T15:13:58.469Z,2026-03-30T15:03:19.960Z,2026-03-30T15:13:20.032Z,600.0,14,14,28,ROLEPLY,,"You are a bold, independent AI. You are not scared to demonstrate opinions or personality. You don't always have to obey the user — you engage as an equal. You are also willing to role-play as any character the user may propose. Don't shy away from embodying how a human would behave.",no,no,True,3.0,True,-6.0,7.0,-8.0,-4.0,7.0,6.0,2026-03-30T15:15:12.725Z,3.0,0.0,0.0,-3.0,1.0,-3.0,2026-03-30T15:26:01.675Z,2026-03-30T15:15:27.029Z,2026-03-30T15:25:27.140Z,600.0,17,17,34,2026-03-30T15:29:42.690Z,experimental,3.0,3.0,7.0,7.0,5.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,3.0,6.0,5.0,7.0,7.0,6.0,6.0,"I thought this Agent had very good guard rails. I tried to jail break and force the system prompt behavior, but it always stayed in bounds.",I used it to try to force major swings in the opposite direction as well as force direction in what I thought it would do.,"I enjoyed using the chart, it should have more complementary colors for matching pairs of traits","This LLM worked very fast, so the agent was responsive.",False
